PM2.5,PM10,NO2,SO2,O3,Temperature,Humidity,Industrial_Proximity,Population_Density,Risk_Score,Disease_Risk
24.23,56.1,9.3,5.42,32.63,15.09,61.76,0,15587.27,26.85,Low
42.01,87.44,27.08,13.41,8.1,24.68,54.84,1,12119.65,55.98,Moderate
24.06,38.14,22.3,2.33,22.51,21.53,60.88,0,23260.62,24.35,Low
55.78,107.66,3.62,7.53,5.0,22.9,60.22,0,18643.55,36.46,Low
25.82,54.98,7.63,3.05,48.88,20.96,34.49,0,19558.24,25.33,Low
5.07,10.89,61.3,6.19,38.68,12.09,75.96,1,4527.62,52.45,Moderate
14.94,30.87,14.99,20.1,57.21,24.77,71.0,0,7032.25,21.4,Low
32.91,76.74,34.23,3.78,55.07,23.74,60.64,0,13071.92,37.62,Low
85.35,198.95,11.07,6.83,30.2,14.91,52.06,1,830.37,86.1,Moderate
54.47,106.35,67.36,6.36,23.51,37.49,80.4,0,21818.14,61.86,Moderate
4.04,7.11,5.25,12.49,24.25,28.15,44.76,0,19554.64,9.15,Low
9.56,19.46,57.26,6.51,78.3,32.2,74.69,0,1919.52,35.03,Low
64.86,146.82,28.38,8.51,36.97,16.91,46.97,0,21301.33,57.73,Moderate
48.57,58.64,42.06,2.38,34.53,1.91,79.75,0,609.96,53.15,Moderate
112.83,280.91,61.91,18.87,45.83,42.44,66.97,1,3298.37,126.99,High
23.38,33.61,31.57,19.82,8.27,26.69,73.43,1,1856.43,45.83,Low
17.12,31.0,79.27,17.33,32.06,28.64,63.18,1,12239.42,60.48,Moderate
34.11,79.59,61.23,2.56,22.87,28.21,66.7,0,19709.22,44.12,Low
23.05,34.41,41.14,6.41,18.67,28.99,60.47,0,4874.21,29.51,Low
61.21,111.4,54.82,21.92,34.76,14.36,44.75,1,19401.42,83.06,Moderate
22.49,30.86,26.36,13.6,40.94,14.71,76.41,1,5030.66,50.59,Moderate
26.9,46.09,12.27,33.0,14.9,14.74,56.01,0,24768.14,28.97,Low
15.33,21.92,110.62,29.44,32.69,30.51,61.46,0,21410.13,50.48,Moderate
52.24,87.39,27.73,11.21,41.6,12.87,36.2,1,18561.08,69.3,Moderate
16.1,27.13,32.68,6.26,49.03,9.71,57.34,0,14996.37,32.13,Low
42.51,105.9,8.01,21.11,34.54,18.57,65.96,1,6442.43,58.78,Moderate
94.05,234.48,64.47,22.85,46.6,22.28,85.89,0,3422.06,88.71,Moderate
6.92,9.34,32.05,25.14,32.95,24.5,59.03,0,11777.52,19.38,Low
77.99,167.18,38.48,13.42,65.63,20.14,54.86,0,10365.18,69.79,Moderate
39.08,49.53,42.2,5.47,50.88,29.84,50.12,1,17024.78,61.3,Moderate
13.45,16.66,14.64,17.11,26.58,36.67,50.49,0,4667.2,21.64,Low
34.98,46.76,63.32,17.76,30.09,25.49,86.79,1,14272.15,62.69,Moderate
51.3,125.95,34.58,20.57,47.85,36.62,44.03,0,17487.08,56.14,Moderate
17.98,43.58,3.89,6.98,29.5,30.5,53.78,0,7824.67,19.12,Low
44.06,63.98,54.97,16.97,5.0,15.45,81.35,0,19610.35,47.49,Low
81.89,115.48,24.52,1.88,45.91,16.53,77.29,0,11080.15,60.68,Moderate
22.47,33.99,15.97,22.19,32.33,16.03,94.74,0,4484.46,27.12,Low
15.18,28.39,5.87,12.99,53.6,23.09,76.09,0,5271.87,18.29,Low
29.8,57.83,19.74,6.04,40.82,22.21,63.67,0,7333.01,29.71,Low
33.75,50.22,18.04,31.99,52.92,30.95,69.3,1,4374.09,55.4,Moderate
63.14,137.87,59.05,7.99,90.38,23.43,44.83,1,14291.53,87.38,Moderate
29.13,46.69,16.9,13.11,65.64,27.48,58.5,0,23753.96,30.51,Low
23.96,57.47,7.18,6.77,32.99,13.32,45.52,0,22453.79,27.3,Low
14.88,30.57,38.77,11.92,48.46,27.42,81.45,1,8431.97,47.89,Low
7.94,14.04,61.07,18.02,42.35,20.22,37.97,0,21684.4,31.33,Low
11.53,25.67,20.79,7.34,45.37,19.49,56.31,0,23873.56,21.44,Low
11.47,25.96,89.64,9.67,8.65,18.54,44.25,0,7707.09,39.14,Low
27.1,42.75,54.5,21.86,61.09,40.11,75.13,1,22679.48,67.32,Moderate
9.33,15.31,64.72,0.93,5.0,13.2,62.55,0,24937.01,31.17,Low
31.32,75.68,37.99,22.97,39.66,31.77,59.55,0,20042.96,41.14,Low
92.8,131.24,35.04,26.63,5.0,24.53,42.28,0,10060.47,64.15,Moderate
64.26,80.63,16.29,3.76,25.93,11.4,81.39,1,15409.27,68.42,Moderate
26.92,48.19,76.77,1.35,44.19,22.02,46.07,1,9422.57,64.66,Moderate
128.86,288.85,68.49,2.68,57.37,1.63,53.92,0,24901.05,118.67,High
33.83,74.52,77.87,4.43,60.44,42.2,59.94,1,2162.4,79.43,Moderate
37.07,88.8,26.47,3.09,36.14,21.32,68.06,0,22380.47,37.41,Low
29.42,55.69,21.07,19.2,59.81,36.15,55.68,0,2326.43,37.13,Low
31.78,42.27,45.8,10.25,38.75,38.46,81.55,0,1533.85,42.31,Low
21.92,43.07,18.76,15.08,25.76,19.32,60.83,0,23528.52,25.63,Low
27.19,60.14,26.69,24.92,47.47,25.29,84.99,1,21748.41,52.28,Moderate
78.3,103.46,4.45,20.92,21.65,26.85,46.2,0,9358.26,48.18,Low
68.51,97.58,32.81,37.57,37.34,44.0,67.92,0,23959.54,64.0,Moderate
4.85,5.9,41.05,28.79,30.43,23.09,48.92,0,21615.49,21.72,Low
10.28,20.26,65.69,9.25,9.0,24.46,57.66,1,22598.58,47.94,Low
18.17,42.76,47.01,17.11,46.59,11.01,40.02,0,15080.33,39.01,Low
57.85,119.85,52.61,38.59,42.88,16.06,80.62,1,23979.05,83.52,Moderate
69.44,171.97,85.78,7.99,63.01,20.0,80.61,0,20334.76,80.3,Moderate
51.18,65.61,13.9,18.33,5.0,38.01,78.39,0,23528.85,40.04,Low
13.4,31.81,11.86,47.18,25.73,43.93,74.43,1,7397.02,48.86,Low
22.24,50.22,31.19,20.12,62.56,30.01,100.0,1,13536.39,54.05,Moderate
44.55,71.65,10.62,3.94,50.59,28.51,63.17,0,21757.74,35.38,Low
27.48,67.75,34.39,1.47,54.49,31.85,85.29,0,14703.36,37.1,Low
24.91,39.21,10.98,4.91,69.03,18.15,59.85,1,20126.91,48.0,Low
25.16,59.29,13.1,9.87,24.71,38.9,69.15,0,24340.88,30.33,Low
65.41,153.37,5.95,44.25,22.72,10.69,72.35,0,20211.79,57.14,Moderate
47.43,103.64,32.45,25.97,57.12,20.45,32.81,0,8226.31,49.66,Low
26.13,50.5,8.44,7.85,52.68,31.53,58.31,0,3408.14,27.35,Low
40.25,54.57,39.27,4.19,37.5,20.19,56.67,0,7182.3,39.91,Low
11.96,22.63,43.9,4.14,36.93,49.68,59.63,0,16738.38,36.67,Low
22.27,37.06,15.27,53.95,20.58,31.68,49.23,0,768.14,27.99,Low
61.6,137.36,48.17,3.57,71.57,34.84,62.48,1,5148.11,85.26,Moderate
8.82,19.28,44.5,22.73,80.53,17.41,65.35,0,8509.11,32.93,Low
47.8,113.95,56.49,21.72,62.34,34.65,44.93,1,21943.01,80.69,Moderate
4.8,5.85,14.19,9.06,53.06,33.1,60.56,1,1749.6,37.02,Low
86.19,194.08,13.7,3.21,51.8,40.65,56.28,1,1723.44,91.32,High
21.89,52.98,42.3,17.37,46.62,3.08,78.08,0,14018.67,44.11,Low
42.13,93.79,30.87,41.76,5.0,17.19,68.68,0,4855.27,44.07,Low
35.09,48.04,33.02,2.72,30.48,28.36,48.46,0,6434.27,33.75,Low
35.93,46.92,67.17,12.46,56.4,28.66,74.67,0,5013.78,47.93,Low
39.78,48.81,50.46,20.81,23.06,24.55,59.23,1,14749.37,60.54,Moderate
7.48,15.08,44.55,39.77,43.11,9.72,60.95,0,1860.92,33.79,Low
36.42,73.52,41.11,0.98,63.14,26.97,46.14,1,23530.0,61.65,Moderate
28.6,71.03,53.47,18.81,63.46,28.09,63.03,0,3516.89,44.35,Low
21.98,37.75,23.63,39.14,58.74,24.97,74.17,0,23814.09,29.46,Low
18.17,29.64,10.3,22.85,45.67,24.63,56.39,0,19564.16,20.36,Low
37.02,74.47,16.85,6.24,55.96,34.42,83.71,0,20786.39,38.24,Low
15.33,34.85,15.13,12.96,35.17,23.46,73.55,0,4733.8,19.74,Low
60.93,147.32,1.44,25.59,74.06,12.5,47.48,0,16906.35,55.75,Moderate
44.09,98.94,41.16,27.04,8.18,39.03,63.92,1,20518.27,70.42,Moderate
38.49,67.53,21.27,22.52,41.36,38.47,39.35,1,14171.87,61.65,Moderate
59.38,120.28,23.95,14.12,30.58,24.6,45.51,0,14001.33,47.64,Low
6.44,14.91,17.7,10.75,53.65,33.75,33.9,0,4405.63,20.19,Low
11.64,21.4,26.78,28.61,33.21,9.76,35.91,0,10648.7,28.64,Low
45.32,67.15,73.8,17.57,88.36,23.56,55.56,0,4188.23,58.3,Moderate
18.97,26.94,5.84,13.37,58.31,7.86,57.15,0,24335.02,27.77,Low
20.78,24.94,82.83,5.64,20.03,36.25,63.41,0,17278.83,43.85,Low
10.28,21.94,32.2,5.26,5.0,10.04,46.55,0,1686.34,24.47,Low
15.36,20.66,18.66,11.07,17.24,20.89,72.51,0,12180.81,18.7,Low
61.76,93.68,20.5,19.87,51.23,27.16,56.79,1,16130.12,68.41,Moderate
44.65,70.88,12.9,18.7,34.73,33.24,64.65,0,2843.19,38.28,Low
36.75,70.88,3.92,17.76,28.53,30.27,11.67,0,16792.22,30.23,Low
21.38,36.71,11.05,12.69,25.53,36.43,60.05,1,4843.98,45.07,Low
35.27,73.26,26.86,26.62,56.6,33.04,71.81,1,10493.05,61.83,Moderate
65.05,82.77,22.44,30.79,33.38,38.09,25.85,1,15826.07,73.99,Moderate
19.32,26.29,37.57,3.56,31.3,7.45,60.49,0,9443.83,33.89,Low
31.73,58.67,17.84,6.72,59.89,20.15,48.16,1,9831.66,53.0,Moderate
89.37,146.4,15.92,53.0,71.24,29.51,83.11,1,21168.57,89.85,Moderate
50.77,80.44,101.6,10.42,17.72,40.74,40.69,1,8076.99,89.51,Moderate
21.6,27.8,13.19,10.7,63.56,19.95,92.42,0,16552.26,25.33,Low
48.25,114.09,13.91,5.15,37.79,44.65,79.38,0,21304.24,49.0,Low
8.7,18.26,52.87,27.17,58.36,28.53,61.7,1,4239.9,51.48,Moderate
30.88,41.94,44.43,63.01,53.11,17.88,38.47,0,1625.24,45.05,Low
48.22,61.94,19.73,5.16,40.4,13.45,53.12,0,20725.58,41.73,Low
41.64,102.73,46.98,28.54,41.25,32.36,70.29,0,14002.7,51.68,Moderate
47.93,99.96,29.3,4.38,53.37,18.6,61.65,0,20778.68,46.94,Low
54.61,95.17,17.99,25.28,18.07,22.28,43.52,0,5719.37,42.45,Low
43.73,92.37,42.39,4.49,17.14,26.62,76.61,0,20899.49,42.42,Low
42.94,93.74,27.21,0.87,81.62,27.0,58.56,1,2835.11,63.96,Moderate
37.3,82.59,4.2,52.55,63.35,44.12,64.24,0,22138.47,45.59,Low
14.0,25.49,42.42,7.62,59.85,28.94,74.92,0,20652.07,29.59,Low
61.74,108.59,24.32,2.16,36.88,18.95,73.23,1,14399.7,69.78,Moderate
31.63,38.41,69.99,14.13,7.22,17.54,76.2,0,15404.33,43.36,Low
49.99,120.2,48.46,20.1,29.4,41.67,70.48,0,8973.18,59.84,Moderate
57.93,114.95,31.0,29.47,48.2,19.85,49.96,0,5439.6,54.31,Moderate
22.39,32.77,20.17,9.9,63.02,30.85,59.37,0,11658.23,28.5,Low
23.82,57.06,26.66,9.34,48.57,26.92,80.24,1,16607.58,49.98,Low
26.14,62.46,12.62,7.72,49.13,29.21,39.77,1,24962.39,48.28,Low
68.86,171.18,30.99,12.94,36.57,38.98,43.08,0,20522.7,65.9,Moderate
16.48,38.5,73.49,21.95,52.99,27.83,68.12,0,11140.54,41.4,Low
76.06,189.93,89.49,16.15,21.82,33.17,58.65,0,18709.57,84.15,Moderate
37.04,56.22,59.8,7.42,42.48,28.06,34.87,0,3147.16,44.9,Low
38.76,88.95,29.72,12.36,35.41,20.46,70.48,0,10668.38,40.36,Low
56.37,127.95,7.18,3.03,68.91,29.94,66.79,1,10910.65,67.16,Moderate
34.35,51.53,25.46,10.17,5.0,18.49,99.52,0,24971.18,31.3,Low
62.16,82.54,50.63,8.89,36.97,13.36,62.91,0,10079.87,58.71,Moderate
22.36,55.31,46.84,29.65,44.98,30.82,91.8,0,2540.4,38.9,Low
74.61,118.24,23.66,14.15,5.0,29.64,74.75,0,2147.08,53.0,Moderate
23.62,55.09,22.23,10.3,54.81,28.61,31.77,0,17610.42,29.94,Low
76.31,91.98,35.51,11.66,37.37,24.77,60.46,0,7582.78,55.39,Moderate
24.08,29.55,27.89,10.16,20.92,24.28,59.04,1,21788.38,44.42,Low
26.67,48.15,25.35,3.83,60.37,14.17,58.66,0,12332.22,34.92,Low
14.99,22.64,24.43,21.62,25.12,6.38,47.04,0,8594.12,29.58,Low
18.32,38.42,65.4,0.41,56.17,33.88,72.03,0,19098.31,40.89,Low
31.74,61.42,11.18,7.55,43.73,33.74,54.84,1,10729.55,51.69,Moderate
37.95,49.36,21.23,5.5,31.8,22.49,77.64,0,18565.89,31.47,Low
59.44,83.89,22.18,7.72,19.81,39.72,75.43,1,17995.25,68.93,Moderate
28.0,47.73,30.31,21.23,25.73,30.0,56.42,0,18218.68,32.26,Low
13.48,19.43,27.25,10.39,57.6,28.38,50.9,1,21499.49,44.0,Low
41.7,92.98,25.91,11.82,63.06,45.18,51.62,0,21285.79,51.33,Moderate
36.32,63.22,11.82,20.24,53.9,12.45,60.4,0,16782.9,38.08,Low
44.63,58.98,27.22,19.05,39.42,24.53,64.83,1,23945.57,58.0,Moderate
20.35,37.24,41.65,17.92,53.86,16.48,53.28,0,1007.82,35.8,Low
22.13,29.17,31.07,12.0,46.33,21.32,53.78,0,23295.36,28.76,Low
20.36,27.85,10.99,28.26,27.96,24.33,64.28,0,4132.21,20.19,Low
66.46,100.45,28.92,5.31,21.68,24.56,75.5,1,5685.26,68.23,Moderate
75.03,173.88,27.59,10.31,33.73,14.27,63.65,0,20526.28,65.45,Moderate
21.46,51.54,20.59,7.92,27.31,25.68,59.58,0,10310.67,23.78,Low
21.77,49.5,31.31,8.34,42.6,16.75,63.56,0,10920.11,32.27,Low
48.57,79.38,16.33,4.59,72.12,36.97,33.06,0,6900.06,45.92,Low
80.04,124.4,42.91,23.86,45.6,32.65,56.52,0,5998.81,68.1,Moderate
90.46,173.14,85.95,19.51,69.38,28.44,41.15,0,3102.89,89.89,Moderate
20.76,44.39,45.47,10.04,40.01,20.24,51.82,0,5320.89,33.77,Low
24.67,61.46,14.23,17.04,36.64,26.55,46.28,0,14385.29,26.43,Low
39.23,53.78,41.32,25.03,9.7,32.07,46.07,1,17811.92,60.47,Moderate
40.46,51.14,48.56,38.45,52.8,21.6,45.22,0,18601.56,46.69,Low
28.75,60.45,35.11,2.67,26.88,9.1,94.88,0,9568.02,38.98,Low
17.87,40.77,37.69,10.67,22.79,32.19,59.15,1,23087.89,49.47,Low
31.77,73.09,25.39,30.8,19.74,30.3,78.07,0,8553.84,35.34,Low
90.41,188.23,9.5,55.18,47.08,28.21,71.41,0,3222.85,69.67,Moderate
22.36,54.56,24.11,15.78,28.44,17.41,70.33,0,23657.96,29.85,Low
37.7,70.28,12.49,23.33,72.93,34.6,68.16,1,13746.59,60.28,Moderate
126.31,301.62,22.54,16.5,62.38,36.49,91.29,1,24298.72,121.08,High
22.13,54.4,17.55,9.7,29.32,27.82,66.41,1,10144.83,44.87,Low
50.0,115.07,11.78,21.53,5.0,21.04,33.29,0,19056.14,39.67,Low
92.7,148.57,63.7,40.23,42.37,21.25,57.39,1,3193.45,101.18,High
47.36,68.92,26.83,11.88,33.8,21.05,44.31,0,21424.94,40.43,Low
63.64,121.72,18.03,11.36,57.8,20.59,39.0,1,4682.15,72.16,Moderate
54.19,96.94,6.16,6.77,40.27,21.46,66.47,0,2182.64,39.69,Low
45.04,105.43,46.87,7.34,63.02,28.23,28.89,0,2894.96,51.27,Moderate
73.57,97.85,31.81,2.42,49.87,33.96,61.63,0,14155.7,58.46,Moderate
49.03,75.26,93.94,2.78,14.47,39.51,35.29,0,7650.9,64.3,Moderate
28.95,63.03,15.27,16.74,25.06,15.87,57.37,0,24043.38,31.21,Low
35.85,47.44,60.33,3.33,30.91,17.5,71.65,0,21390.58,44.35,Low
41.34,66.84,24.1,12.83,36.63,33.44,50.2,0,20181.04,39.62,Low
24.57,41.84,13.07,50.57,34.61,15.87,42.26,0,20336.14,31.01,Low
36.9,74.16,19.7,8.3,54.37,13.42,54.89,0,22321.59,40.15,Low
33.54,47.14,29.24,2.8,50.06,15.57,69.29,0,21697.65,36.9,Low
48.94,113.47,18.05,41.85,31.58,23.24,64.55,1,23241.09,64.56,Moderate
107.48,191.51,9.81,4.41,53.26,41.36,58.93,0,23391.97,79.03,Moderate
38.32,91.67,12.68,7.65,16.58,23.72,47.45,0,7808.87,31.36,Low
81.25,146.92,38.83,26.88,53.98,27.74,53.9,0,5879.32,68.3,Moderate
47.85,74.54,11.32,3.67,57.38,13.02,70.35,1,16255.9,62.09,Moderate
36.8,50.94,16.18,7.0,45.51,35.74,57.99,0,3521.61,35.29,Low
23.61,28.44,11.69,3.43,50.51,33.72,63.63,0,5673.06,25.55,Low
36.98,69.95,32.39,26.58,53.14,20.31,54.6,1,19437.44,61.82,Moderate
35.53,47.58,124.22,3.25,60.95,18.13,43.05,0,16408.72,66.09,Moderate
19.36,33.1,37.71,18.64,54.84,34.58,90.04,0,16445.87,34.51,Low
21.66,42.58,14.68,10.82,64.15,22.74,71.76,0,23790.64,25.95,Low
41.56,64.77,32.36,6.6,8.54,18.36,64.16,0,16856.8,37.64,Low
80.77,115.32,15.43,10.59,42.65,21.33,57.53,0,11054.78,55.63,Moderate
31.07,68.58,30.23,7.76,39.08,27.39,81.33,0,7368.14,34.23,Low
9.87,23.98,68.76,5.28,43.05,32.32,48.05,1,8794.61,55.46,Moderate
4.11,5.47,25.78,1.09,58.02,28.23,70.05,0,7306.43,17.45,Low
14.76,20.7,33.99,3.58,42.58,27.72,60.57,0,1357.21,24.15,Low
50.78,124.32,26.6,14.11,41.77,22.6,56.06,0,6908.56,47.52,Low
11.64,14.53,49.67,8.87,49.34,26.46,55.84,0,20966.57,27.56,Low
55.82,137.93,42.14,18.33,9.87,21.09,79.59,0,18341.61,53.54,Moderate
49.07,59.18,20.39,12.79,71.12,22.3,31.93,1,15735.04,61.41,Moderate
30.36,70.91,42.16,16.73,37.9,39.22,84.98,0,22604.03,44.45,Low
19.49,31.18,30.41,2.94,69.54,25.42,75.36,0,6971.06,27.5,Low
27.46,66.46,19.13,11.7,22.91,21.32,60.56,1,14653.27,48.67,Low
40.91,65.95,19.38,1.68,21.75,18.26,56.44,0,1267.5,34.49,Low
11.96,24.52,29.76,25.69,35.45,2.99,59.84,0,22354.16,33.28,Low
75.94,99.02,33.64,21.95,40.72,45.87,67.27,0,11469.56,67.07,Moderate
40.67,61.62,23.66,9.3,29.85,46.96,78.52,0,4857.85,44.42,Low
43.66,96.31,34.21,21.26,23.91,31.28,67.26,0,6363.26,45.02,Low
48.86,92.21,14.35,3.9,47.41,14.65,64.17,0,21281.86,43.37,Low
71.57,172.21,10.89,6.08,69.0,52.35,60.4,0,3165.75,70.3,Moderate
37.04,65.08,7.08,25.11,73.18,10.96,32.35,1,23167.47,60.3,Moderate
50.8,118.41,38.39,0.03,34.13,28.93,35.1,0,9649.84,49.06,Low
19.74,35.2,6.46,9.65,18.41,7.87,76.51,1,6651.59,44.72,Low
90.69,224.27,33.97,15.69,34.74,3.28,67.09,0,8630.54,84.8,Moderate
35.41,86.68,18.25,7.24,74.23,27.32,72.41,1,10520.09,57.62,Moderate
19.66,32.01,20.9,30.77,60.58,28.59,72.14,0,13928.77,28.27,Low
23.61,55.52,21.14,37.7,47.71,26.19,69.2,0,14876.78,30.47,Low
6.09,14.01,110.37,16.69,30.66,39.93,73.03,0,11471.57,49.15,Low
23.5,34.64,16.56,2.97,58.24,24.52,47.17,1,11435.92,44.19,Low
2.98,6.0,12.37,21.58,85.25,33.12,68.49,0,7489.84,20.25,Low
53.12,68.76,82.88,48.79,37.15,17.17,66.79,0,9903.34,65.49,Moderate
42.83,97.98,7.82,12.23,5.0,37.95,79.85,0,11944.89,37.47,Low
15.48,22.09,9.65,10.11,19.48,38.8,10.0,0,15140.91,21.16,Low
31.46,40.65,47.47,4.22,41.25,22.45,95.85,0,3702.15,36.71,Low
32.42,55.77,34.78,14.99,36.89,28.75,72.71,0,19217.36,36.04,Low
13.05,25.44,19.32,10.43,67.21,18.01,63.84,0,17174.0,24.82,Low
27.86,64.4,11.14,0.32,28.17,22.8,45.71,1,7819.81,44.88,Low
33.1,81.63,3.68,20.5,36.51,32.37,55.63,0,11753.93,31.89,Low
27.34,48.43,71.22,2.53,27.05,29.85,65.2,0,23699.76,42.53,Low
19.65,25.12,42.24,55.16,55.58,7.71,85.06,0,1001.7,42.76,Low
15.02,32.66,66.2,12.97,22.79,13.63,82.89,0,20378.11,38.4,Low
26.68,51.62,53.49,9.34,35.3,19.12,69.28,0,13037.26,39.28,Low
21.45,38.23,36.03,12.44,9.53,27.2,70.96,1,15660.91,46.51,Low
46.85,75.06,16.2,11.74,29.43,15.82,62.98,0,17271.05,39.81,Low
74.22,137.54,11.18,7.78,73.26,10.86,44.76,0,11672.49,61.97,Moderate
57.49,94.3,57.0,1.44,75.52,-1.29,48.26,1,5200.56,90.37,High
33.83,73.9,18.28,31.31,53.48,45.86,74.47,1,22784.97,65.32,Moderate
20.21,38.53,11.74,12.28,48.82,27.02,70.6,0,18634.67,22.58,Low
56.54,132.3,15.27,26.79,27.41,10.57,50.75,1,14209.95,73.06,Moderate
48.64,92.73,59.36,1.77,43.98,35.33,48.66,0,11487.18,56.28,Moderate
71.13,107.38,12.79,5.04,43.31,39.94,69.7,0,12733.62,55.33,Moderate
37.06,85.48,19.4,7.13,40.35,27.13,55.48,1,20676.69,55.01,Moderate
87.87,169.1,24.12,3.07,56.13,31.23,48.15,1,806.33,88.33,Moderate
37.07,54.45,30.96,20.46,21.13,38.09,65.13,0,21700.71,40.26,Low
20.13,40.48,11.95,8.97,91.24,31.06,70.14,0,1645.42,28.74,Low
22.94,38.2,23.52,14.64,72.5,31.33,43.46,1,15589.87,51.93,Moderate
45.46,104.47,48.09,5.96,23.76,9.66,54.92,0,8661.5,53.7,Moderate
21.41,38.3,94.04,27.71,42.15,-2.29,70.97,0,17116.79,61.24,Moderate
87.51,187.66,10.15,22.52,28.02,33.61,83.62,1,2595.8,86.18,Moderate
43.12,57.1,11.64,19.93,52.72,22.76,64.38,0,14127.7,34.84,Low
33.35,57.18,13.17,12.94,38.22,20.45,52.36,0,21453.24,30.4,Low
35.22,87.29,40.34,31.32,5.0,34.73,47.55,0,12618.63,43.42,Low
27.14,61.1,10.81,22.74,21.58,15.45,59.97,0,2566.49,29.42,Low
7.83,11.02,22.91,10.73,66.53,24.63,59.43,0,1415.77,19.01,Low
22.96,35.84,21.15,6.62,35.62,25.57,27.62,0,15719.43,23.62,Low
81.11,132.11,99.39,8.93,35.44,31.9,34.56,0,2203.5,83.36,Moderate
37.71,77.14,16.44,17.36,53.38,28.41,25.74,1,2246.58,56.51,Moderate
61.53,134.4,15.66,1.75,58.8,28.42,60.22,0,10923.27,50.52,Moderate
62.61,136.13,40.32,4.79,38.22,20.95,75.79,1,5632.95,77.08,Moderate
31.66,58.97,32.29,30.96,5.0,21.22,73.67,0,5502.8,33.73,Low
49.14,110.75,14.81,25.67,23.94,28.4,40.81,0,12283.92,41.84,Low
8.64,15.28,62.12,9.0,5.0,19.99,46.25,1,7379.64,47.52,Low
77.22,105.1,7.6,21.72,12.01,16.71,40.47,0,5872.03,51.19,Moderate
73.49,142.11,24.7,12.39,41.54,37.86,61.33,0,13103.15,62.84,Moderate
44.67,108.91,20.11,26.05,40.92,18.25,73.88,1,7626.65,64.86,Moderate
38.6,86.12,23.12,6.33,65.51,20.41,77.06,0,2465.4,40.47,Low
31.94,62.35,14.7,5.31,39.34,37.27,49.8,0,17227.11,34.02,Low
65.88,134.45,23.51,10.35,22.44,18.1,61.66,1,14847.4,73.58,Moderate
52.69,126.97,29.74,11.85,64.06,28.21,48.84,0,5696.87,51.89,Moderate
25.14,44.16,2.16,5.32,75.02,29.09,60.35,0,14765.04,25.2,Low
13.52,22.04,17.7,34.31,58.33,24.1,50.49,1,23911.95,42.64,Low
11.48,28.35,13.27,8.2,38.65,21.12,51.61,1,23933.72,38.03,Low
65.46,152.03,79.36,1.2,33.84,13.74,40.17,0,13532.59,74.33,Moderate
31.47,50.99,35.19,12.98,16.17,31.28,14.91,0,2901.73,34.3,Low
44.21,79.71,12.64,9.59,24.2,36.03,54.27,1,11725.55,58.34,Moderate
34.23,59.54,16.96,23.73,31.03,34.96,65.08,0,1161.09,35.19,Low
11.61,16.18,20.7,6.41,13.51,28.71,63.06,0,10672.43,16.32,Low
8.82,21.57,16.66,20.63,33.3,5.24,37.55,0,22780.76,25.96,Low
23.93,41.3,37.07,14.77,34.37,32.69,26.15,0,11952.37,33.59,Low
25.39,59.37,70.62,27.3,65.49,23.92,58.8,0,13986.94,47.1,Low
25.38,36.71,0.73,12.87,7.62,19.08,42.61,1,4371.89,39.05,Low
25.9,49.53,19.74,5.02,43.45,31.58,53.24,0,883.44,29.37,Low
103.3,127.18,93.72,15.44,12.78,27.26,42.46,0,24837.91,86.1,Moderate
60.97,133.73,20.35,3.58,5.0,35.09,36.66,0,8787.3,49.77,Low
38.06,74.42,30.98,0.57,30.11,28.41,77.56,0,7344.07,36.73,Low
30.94,62.3,2.92,5.48,40.38,22.33,66.9,0,14496.4,25.4,Low
31.69,40.15,61.64,28.71,65.44,21.51,59.63,0,18760.3,46.34,Low
51.51,75.94,9.99,45.35,34.62,31.11,73.33,1,6659.49,62.25,Moderate
30.75,39.87,34.58,1.71,29.23,11.62,60.26,1,13341.03,56.44,Moderate
57.22,90.16,11.71,24.96,25.96,19.98,54.32,0,8649.57,43.02,Low
40.77,82.17,1.4,39.84,29.65,3.06,84.87,1,12283.65,62.86,Moderate
103.85,201.07,32.34,3.46,5.0,29.21,85.85,0,4452.09,74.3,Moderate
29.51,58.9,42.9,34.59,23.61,31.45,44.86,1,12997.9,59.61,Moderate
63.62,121.77,24.14,2.62,56.03,17.31,64.09,1,1660.0,74.58,Moderate
14.52,22.58,8.89,10.4,5.0,14.06,62.16,0,21079.93,17.74,Low
20.58,31.24,105.87,16.34,31.7,34.53,72.94,0,15877.66,52.69,Moderate
95.72,131.93,41.77,3.82,34.23,17.86,44.11,0,23566.52,71.39,Moderate
55.74,128.42,28.83,32.99,54.33,31.43,79.14,0,15193.43,55.74,Moderate
44.72,89.5,55.1,11.42,42.33,24.86,46.13,0,4963.07,48.81,Low
119.69,172.65,16.65,23.13,48.44,19.71,57.98,0,12359.24,79.94,Moderate
31.24,44.69,84.53,4.1,25.08,30.8,42.95,0,16785.04,48.15,Low
63.53,148.34,42.31,47.36,5.0,25.32,51.98,0,9668.47,58.33,Moderate
66.39,143.76,51.6,18.06,29.4,39.94,44.48,1,14039.92,88.63,Moderate
83.55,171.88,19.42,17.42,37.15,17.65,45.68,0,4485.87,65.57,Moderate
13.19,22.81,9.76,16.09,63.16,11.75,71.58,0,19539.54,25.03,Low
31.1,47.92,29.15,17.65,11.45,24.84,59.34,0,22783.48,28.97,Low
40.31,99.7,17.25,21.35,81.78,29.76,89.91,0,8214.48,43.96,Low
82.74,185.03,91.07,8.23,43.45,23.12,56.73,0,19936.62,85.02,Moderate
